StockCode,Description,Quantity,UnitPrice,Country,Rating
23139,SINGLE WIRE HOOK PINK HEART,2,1.45,United Kingdom,2
23138,SINGLE WIRE HOOK IVORY HEART,2,1.45,United Kingdom,1
23150,IVORY SWEETHEART SOAP DISH,1,2.49,United Kingdom,4
23145,ZINC T-LIGHT HOLDER STAR LARGE,6,0.95,United Kingdom,1
84906,PINK BUTTERFLY CUSHION COVER,6,1.95,United Kingdom,0
21319,adjustment,3,0.0,United Kingdom,5
84531A,returned,2,0.0,United Kingdom,5
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.73,United Kingdom,1
23137,ZINC WIRE SWEETHEART LETTER TRAY,1,3.75,United Kingdom,2
72024U,LILAC VOTIVE CANDLE,24,0.21,United Kingdom,4
22467,wrong code?,-100,0.0,United Kingdom,1
22719,wrong code,-110,0.0,United Kingdom,4
16049,TEATIME GEL PENS ASST,36,0.42,United Kingdom,0
23069,EDWARDIAN PHOTO FRAME,2,6.25,United Kingdom,0
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,4,0.5,United Kingdom,1
23131,MISTLETOE HEART WREATH CREAM,1,4.15,United Kingdom,4
23067,HANGING ENGRAVED METAL HEART,2,4.15,United Kingdom,4
51020B,adjust,-53,0.0,United Kingdom,4
47341B,BLUE TABLE RUN FLOWER,2,1.25,United Kingdom,1
62097B,BLUE STRIPES SHOULDER BAG,5,0.83,United Kingdom,5
62043B,BLUE CHECK BAG W HANDLE 34X20CM,3,0.83,United Kingdom,5
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95,United Kingdom,2
23163,REGENCY SUGAR TONGS,12,2.49,United Kingdom,4
23284,DOORMAT KEEP CALM AND COME IN,10,6.75,United Kingdom,2
23283,DOORMAT VINTAGE LEAVES DESIGN ,2,7.95,United Kingdom,3
23162,REGENCY TEA STRAINER,4,3.75,United Kingdom,0
84228,crushed,-4,0.0,United Kingdom,0
84016,FLAG OF ST GEORGE CAR FLAG,2,0.83,United Kingdom,4
DCGS0004,HAYNES CAMPER SHOULDER BAG,1,16.63,United Kingdom,1
72811,SMALL ZINC/GLASS CANDLEHOLDER,24,1.25,United Kingdom,0
20816,GOLD FLOWER CUSHION COVER ,2,1.95,United Kingdom,1
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,4.15,United Kingdom,5
23042,PAPER LANTERN 7 POINT SNOW STAR,6,6.65,United Kingdom,2
23041,PAPER LANTERN 9 POINT SNOW STAR,8,4.15,United Kingdom,4
23040,PAPER LANTERN 9 POINT SNOW STAR ,6,5.75,United Kingdom,1
23064,CINDERELLA CHANDELIER ,1,49.95,United Kingdom,4
85225,BLING KEY RING STAND,1,1.25,United Kingdom,1
37471,MULTICOLOUR POLKADOT PLATE,1,6.63,United Kingdom,2
23130,MISTLETOE HEART WREATH GREEN,3,4.15,United Kingdom,4
84629,WHITE 3 FRAME BIRDS AND TREE ,1,21.95,United Kingdom,4
22987,WRAP SUMMER ROSE DESIGN,25,0.42,United Kingdom,4
20836,FRENCH PAISLEY CUSHION COVER,12,0.83,United Kingdom,5
23160,REGENCY TEA SPOON,120,1.04,United Kingdom,2
23161,REGENCY CAKE FORK,120,1.04,United Kingdom,5
23164,REGENCY CAKE SLICE,36,4.15,United Kingdom,2
23149,ANTIQUE IVORY WIRE BOWL SMALL,6,2.49,United Kingdom,4
23148,MINITURE ANTIQUE ROSE HOOK IVORY,12,0.85,United Kingdom,4
84705C,PINK FLOCK PHOTO FRAME ,12,1.25,United Kingdom,5
22655,damages/showroom etc,-11,0.0,United Kingdom,3
21656,samples,-19,0.0,United Kingdom,5
23143,ZINC WIRE KITCHEN ORGANISER,2,10.4,United Kingdom,4
79164,damages/credits from ASOS.,-1512,0.0,United Kingdom,0
23299,FOOD COVER WITH BEADS SET 2 ,6,3.75,United Kingdom,1
23298,SPOTTY BUNTING,3,4.95,United Kingdom,4
23070,EDWARDIAN HEART PHOTO FRAME,4,4.15,United Kingdom,4
23151,ZINC SWEETHEART SOAP DISH,1,2.49,United Kingdom,0
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,36,0.38,United Kingdom,5
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,2,6.25,United Kingdom,0
23045,PAPER LANTERN 5 POINT STAR MOON 30,2,4.15,United Kingdom,2
23041,PAPER LANTERN 6 POINT SNOW STAR,4,4.15,United Kingdom,2
23298,"BUNTING , SPOTTY ",60,4.15,United Kingdom,5
20964,POLYESTER FILLER PAD 60x40cm,2,2.55,United Kingdom,4
23200,mailout ,100,0.0,United Kingdom,4
23202,mailout,100,0.0,United Kingdom,1
84859B,BLUE DISCO HANDBAG,1,1.95,United Kingdom,5
23202,JUMBO BAG VINTAGE LEAF,3,2.08,United Kingdom,3
23200,JUMBO BAG PEARS,10,2.08,United Kingdom,1
23203,JUMBO BAG DOILEY PATTERNS,11,2.08,United Kingdom,5
23209,LUNCH BAG DOILEY PATTERN ,10,1.65,United Kingdom,0
23071,MARIE ANTOINETTE TRINKET BOX GOLD,3,12.5,EIRE,4
23072,MARIE ANTOINETTE TRINKET BOX SILVER,3,12.5,EIRE,5
23043,PAPER LANTERN 9 POINT HOLLY STAR L,4,6.25,United Kingdom,3
23046,PAPER LANTERN 9 POINT DELUXE STAR,4,6.65,United Kingdom,1
23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,5.75,United Kingdom,0
23044,PAPER LANTERN 9 POINT HOLLY STAR S,4,4.15,United Kingdom,2
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,4,4.15,United Kingdom,1
23047,PAPER LANTERN 5 POINT STUDDED STAR,2,5.75,United Kingdom,4
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,3.75,United Kingdom,2
90036A,FLOWER GARLAND NECKLACE RED,1,7.95,United Kingdom,4
22796,Not rcvd in 10/11/2010 delivery,-360,0.0,United Kingdom,3
90083,CRYSTAL CZECH CROSS PHONE CHARM,1,1.63,United Kingdom,2
23282,FOLDING BUTTERFLY MIRROR IVORY ,12,0.83,United Kingdom,5
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,0.83,United Kingdom,5
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,1.65,United Kingdom,5
23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,1.65,United Kingdom,5
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,1.65,United Kingdom,1
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,12,1.65,United Kingdom,5
23175,REGENCY MILK JUG PINK ,6,3.25,United Kingdom,2
23174,REGENCY SUGAR BOWL GREEN,6,4.15,United Kingdom,5
23173,REGENCY TEAPOT ROSES ,12,8.15,United Kingdom,2
23172,REGENCY TEA PLATE PINK,12,1.65,United Kingdom,4
23171,REGENCY TEA PLATE GREEN ,12,1.65,United Kingdom,1
23170,REGENCY TEA PLATE ROSES ,12,1.65,United Kingdom,1
23081,GREEN METAL BOX ARMY SUPPLIES,2,8.25,United Kingdom,5
23084,RABBIT NIGHT LIGHT,2,2.08,United Kingdom,5
23281,FOLDING BUTTERFLY MIRROR RED  ,1,0.83,United Kingdom,5
23118,PARISIENNE JEWELLERY DRAWER ,1,7.5,United Kingdom,2
23096,PETIT TRAY CHIC,2,1.65,United Kingdom,1
23091,ZINC HERB GARDEN CONTAINER,3,6.25,United Kingdom,0
23094,LE GRAND TRAY CHIC SET,6,12.5,United Kingdom,4
23108,SET OF 10 LED DOLLY LIGHTS,4,6.25,United Kingdom,2
23080,RED METAL BOX TOP SECRET,4,8.25,United Kingdom,1
23081,GREEN METAL BOX TOP SECRET,2,8.25,United Kingdom,5
23110,PARISIENNE KEY CABINET ,2,5.75,United Kingdom,4
23059,Thrown away-rusty,-2376,0.0,United Kingdom,2
23100,SILVER BELLS TABLE DECORATION,12,1.25,United Kingdom,2
23102,SILVER HEARTS TABLE DECORATION,12,0.83,United Kingdom,5
23061,VINTAGE ENGRAVED HEART,12,1.25,United Kingdom,1
23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,3.75,United Kingdom,1
16151A,FLOWERS HANDBAG blue and orange,2,1.25,United Kingdom,2
23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,2.49,United Kingdom,5
23280,FOLDING MIRROR HOT PINK ,12,0.83,United Kingdom,4
23109,LED TEA LIGHTS,96,2.49,United Kingdom,5
23103,BELL HEART DECORATION,12,1.65,United Kingdom,5
23068,ALUMINIUM HEART,4,2.49,United Kingdom,2
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,6.25,United Kingdom,3
23112,PARISIENNE CURIO CABINET,2,7.5,United Kingdom,5
23111,PARISIENNE SEWING BOX,2,12.5,France,2
23079,TOADSTOOL BEDSIDE LIGHT ,4,8.95,France,1
23167,SMALL CERAMIC TOP STORAGE JAR ,1350,0.69,United Kingdom,2
23104,IVORY PANTRY HANGING LAMP ,2,12.5,United Kingdom,0
23168,CLASSIC SUGAR DISPENSER,12,1.25,United Kingdom,3
23131,MISELTOE HEART WREATH WHITE,48,3.75,Netherlands,0
23130,MISELTOE HEART WREATH ,48,3.75,Netherlands,4
23169,CLASSIC GLASS SWEET JAR,18,4.15,Netherlands,0
23165,LARGE CERAMIC TOP STORAGE JAR,72,1.45,Netherlands,2
23065,LARGE JEWELLERY STAND,6,12.5,United Kingdom,2
23066,SMALL JEWELLERY STAND,6,8.25,United Kingdom,4
23101,SILVER STARS TABLE DECORATION,6,0.83,United Kingdom,4
23089,GLASS BON BON JAR,12,1.65,United Kingdom,4
23107,WHITE WIRE PLANT POT HOLDER,8,2.89,United Kingdom,5
23169,CLASSIC GLASS COOKIE JAR,2,4.15,United Kingdom,1
23168,CLASSIC CAFE SUGAR DISPENSER,2,1.25,United Kingdom,2
23088,ZINC HEART FLOWER T-LIGHT HOLDER,2,2.46,United Kingdom,4
23103,JINGLE BELL HEART DECORATION,6,1.65,United Kingdom,1
23106,ZINC HEARTS PLANT POT HOLDER,2,2.89,United Kingdom,0
23107,WHITE HEARTS WIRE PLANT POT HOLDER,2,2.89,United Kingdom,4
23087,ZINC  HEART T-LIGHT HOLDER,8,1.25,United Kingdom,5
23091,METAL HERB GERDEN CONTAINER,3,6.25,United Kingdom,3
23106,ZINC PLANT POT HOLDER,8,2.89,United Kingdom,0
23282,FOLDING MIRROR IVORY ,6,0.83,United Kingdom,4
23281,FOLDING MIRROR RED  ,6,0.83,United Kingdom,1
90035C,"PEARL & SHELL 42""NECKL. IVORY",2,10.75,United Kingdom,2
23083,SET 6 PAPER TABLE LANTERN STARS ,2,3.75,United Kingdom,4
23301,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,United Kingdom,5
23300,GARDENERS KNEELING PAD CUP OF TEA ,96,1.45,United Kingdom,2
23302,KNEELING MAT HOUSEWORK  DESIGN,4,1.65,United Kingdom,4
47574B,ENGLISH ROSE SCENTED HANGING HEART,1,4.25,United Kingdom,5
23090,VINTAGE GLASS T-LIGHT HOLDER,12,0.83,United Kingdom,2
23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,7.9,United Kingdom,5
23085,ANTIQUE SILVER BAUBLE LAMP  ,4,10.4,United Kingdom,1
23099,FRENCH CARRIAGE LANTERN,4,6.65,United Kingdom,5
23086,ZINC  STAR T-LIGHT HOLDER ,16,1.25,United Kingdom,1
37370,sold as set/6 by dotcom,-786,0.0,United Kingdom,3
15058A,wet/rusty,-30,0.0,United Kingdom,5
37370,damages/dotcom?,-590,0.0,United Kingdom,1
21181,on cargo order,192,0.0,United Kingdom,4
84873A,FUNKY FLOWER PICNIC BAG FOR 4,1,16.95,United Kingdom,0
22179,SET 10 NIGHT OWL LIGHTS,1,13.29,United Kingdom,5
23129,HEART SHAPED HOLLY WREATH,12,4.15,United Kingdom,1
90081B,LILY BROOCH WHITE/SILVER COLOUR,1,4.95,United Kingdom,0
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,12,2.95,United Kingdom,5
23104,IVORY CAFE HANGING LAMP ,1,12.5,United Kingdom,0
84984B,RED PEONY CUSHION COVER ,4,4.65,United Kingdom,2
84984A,GREEN PEONY CUSHION COVER,4,4.65,United Kingdom,5
90149,SILVER FLOWR PINK SHELL NECKLACE,1,7.5,United Kingdom,4
23145,ZINC T-LIGHT HOLDER STARS LARGE,12,0.95,United Kingdom,4
22700,smashed,-48,0.0,United Kingdom,5
23253,16 PC CUTLERY SET PANTRY DESIGN,4,15.95,United Kingdom,4
21310,CAPIZ CHANDELIER,1,29.95,United Kingdom,5
90018C,SILVER BLACK ORBIT DROP EARRINGS,1,4.15,United Kingdom,4
47566B,incorrectly credited C550456 see 47,1300,0.0,United Kingdom,4
47566B,reverse previous adjustment,-1300,0.0,United Kingdom,0
23228,FILIGREE HEART BIRD WHITE ,24,1.25,United Kingdom,4
23227,FILIGREE HEART BUTTERFLY WHITE ,24,1.25,United Kingdom,5
23086,ZINC STAR T-LIGHT HOLDER ,8,1.25,United Kingdom,2
23444,Next Day Carriage,1,15.0,United Kingdom,4
22268,DECORATION SITTING BUNNY,6,0.85,United Kingdom,4
20667,CHERRY BLOSSOM PURSE,1,2.95,United Kingdom,4
23226,FILIGREE HEART DAISY WHITE,24,1.25,United Kingdom,5
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,5.79,United Kingdom,1
23221,REINDEER HEART DECORATION SILVER,10,1.63,United Kingdom,4
84206C,CHAMPAGNE TRAY BLANK CARD,5,0.19,United Kingdom,5
23214,JINGLE BELL HEART ANTIQUE GOLD,12,2.08,United Kingdom,3
23215,JINGLE BELL HEART ANTIQUE SILVER,12,2.08,United Kingdom,1
23210,WHITE ROCKING HORSE HAND PAINTED,24,1.25,Germany,4
23213,STAR WREATH DECORATION WITH BELL,12,1.25,Germany,4
23212,HEART WREATH DECORATION WITH BELL,12,1.25,Germany,0
23219,LAUREL STAR ANTIQUE SILVER ,1,1.25,Germany,1
23224,CHERUB HEART DECORATION GOLD,1,0.83,Germany,1
23211,RED ROCKING HORSE HAND PAINTED,24,1.04,United Kingdom,4
23216,LAUREL HEART ANTIQUE GOLD,24,1.04,United Kingdom,5
23217,LAUREL HEART ANTIQUE SILVER,24,1.04,United Kingdom,2
23225,CHERUB HEART DECORATION SILVER ,24,0.72,United Kingdom,3
84804A,wet damaged,-125,0.0,United Kingdom,1
22900,SET 2 TEA TOWELS I LOVE LONDON ,3,3.25,United Kingdom,4
23275,SET OF 3 HANGING OWLS OLLIE BEAK,48,1.25,United Kingdom,4
23263,SET OF 3 WOODEN HEART DECORATIONS,12,1.25,United Kingdom,4
23045,PAPER LANTERN 5 POINT STAR MOON ,1,4.15,United Kingdom,5
23309,SET OF 60 I LOVE LONDON CAKE CASES ,4,0.55,Germany,0
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1,1.45,United Kingdom,1
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,0.55,United Kingdom,5
79030G,Water damaged,-16,0.0,United Kingdom,4
23306,SET OF 36 DOILIES PANTRY DESIGN,10,1.45,United Kingdom,4
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,0.55,United Kingdom,5
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,6,1.65,United Kingdom,4
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,4,1.65,United Kingdom,1
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,3.73,United Kingdom,5
22986,WRAP GINGHAM ROSE ,25,0.42,United Kingdom,1
21373,MIRRORED WALL ART SNOWFLAKES,12,0.75,United Kingdom,0
16043,POP ART PUSH DOWN RUBBER ,24,0.12,United Kingdom,2
90102,WHITE FRANGIPANI HAIR CLIP,10,0.85,United Kingdom,0
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1,4.15,United Kingdom,5
23238,SET OF 4 KNICK KNACK TINS LONDON ,6,4.15,United Kingdom,5
35916B,BLUE FELT HANGING HEART WITH FLOWER,3,0.63,United Kingdom,0
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,1,4.13,United Kingdom,1
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,4.15,United Kingdom,1
84415A,PINK FLOCK SUEDE CUSHION COVER ,6,1.25,Malta,3
23245,SET OF 3 REGENCY CAKE TINS,4,4.95,United Kingdom,4
23239,SET OF 4 KNICK KNACK TINS POPPIES,2,4.15,United Kingdom,5
23236,DOILEY STORAGE TIN,2,2.89,United Kingdom,5
23235,STORAGE TIN VINTAGE LEAF,2,2.89,United Kingdom,2
23241,TREASURE TIN GYMKHANA DESIGN,18,2.08,United Kingdom,0
23242,TREASURE TIN BUFFALO BILL ,18,2.08,United Kingdom,4
21890,missing,-140,0.0,United Kingdom,4
23247,BISCUIT TIN 50'S CHRISTMAS,1,2.89,United Kingdom,2
23244,ROUND STORAGE TIN VINTAGE LEAF,1,1.95,United Kingdom,0
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1,4.15,United Kingdom,5
22950,36 DOILIES VINTAGE CHRISTMAS,12,1.45,United Kingdom,4
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,12,0.38,United Kingdom,2
23310,BUBBLEGUM RING ASSORTED,36,0.42,United Kingdom,0
23321,SMALL WHITE HEART OF WICKER,3,1.69,United Kingdom,2
23236,DOILEY BISCUIT TIN,6,2.89,United Kingdom,5
23220,REINDEER HEART DECORATION GOLD,12,0.83,Belgium,1
21135,sold as set on dotcom,-304,0.0,United Kingdom,5
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2.5,United Kingdom,0
23265,SET OF 3 WOODEN TREE DECORATIONS,1,2.5,United Kingdom,4
23266,SET OF 3 WOODEN STOCKING DECORATION,1,2.5,United Kingdom,5
21700,sold as set on dotcom and amazon,-1206,0.0,United Kingdom,5
84824,DANISH ROSE UMBRELLA STAND,1,15.95,United Kingdom,3
22968,water damage,-50,0.0,United Kingdom,2
37479B,sold as set by dotcom,-30,0.0,United Kingdom,5
22502,PICNIC BASKET WICKER 60 PIECES,60,649.5,United Kingdom,5
23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,1.45,United Kingdom,5
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,1.45,United Kingdom,5
23252,VINTAGE RED ENAMEL TRIM JUG ,3,3.75,United Kingdom,2
23322,LARGE WHITE HEART OF WICKER,4,2.95,United Kingdom,2
22197,POPCORN HOLDER,2,0.85,United Kingdom,5
77079,DOLPHIN WINDMILL,1,2.12,United Kingdom,1
23286,BLUE VINTAGE SPOT BEAKER,5,0.85,United Kingdom,3
23338,EGG FRYING PAN RED ,1,2.08,United Kingdom,4
23285,PINK VINTAGE SPOT BEAKER,4,0.85,United Kingdom,4
23288,GREEN VINTAGE SPOT BEAKER,4,0.85,United Kingdom,4
23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2.08,United Kingdom,3
47310M,SMALL POP BOX FUNKY MONKEY,4,1.25,United Kingdom,2
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,8.5,United Kingdom,5
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",3,7.95,United Kingdom,1
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,2,4.25,United Kingdom,4
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,0.83,United Kingdom,5
23335,EGG FRYING PAN IVORY ,1,2.08,United Kingdom,4
23339,EGG FRYING PAN BLUE ,1,2.08,United Kingdom,4
23336,EGG FRYING PAN PINK ,1,2.08,United Kingdom,0
23337,EGG FRYING PAN MINT ,1,2.08,United Kingdom,4
23292,SPACE BOY CHILDRENS CUP,2,1.25,United Kingdom,2
23291,DOLLY GIRL CHILDRENS CUP,2,1.25,United Kingdom,4
23289,DOLLY GIRL CHILDRENS BOWL,2,1.25,United Kingdom,1
23290,SPACEBOY CHILDRENS BOWL,2,1.25,United Kingdom,1
23287,RED VINTAGE SPOT BEAKER,2,0.85,United Kingdom,4
23188,VINTAGE  2 METER FOLDING RULER,12,1.65,United Kingdom,4
23235,BISCUIT TIN VINTAGE LEAF,6,2.89,United Kingdom,2
23244,CANNISTER VINTAGE LEAF DESIGN,6,1.95,United Kingdom,1
23251,VINTAGE RED ENAMEL TRIM MUG ,12,1.25,United Kingdom,2
23249,VINTAGE RED ENAMEL TRIM PLATE,12,1.65,United Kingdom,4
23250,VINTAGE RED TRIM ENAMEL BOWL ,12,1.25,United Kingdom,1
23003,Printing smudges/thrown away,-9058,0.0,United Kingdom,1
23005,printing smudges/thrown away,-9600,0.0,United Kingdom,4
23229,VINTAGE DONKEY TAIL GAME ,36,3.39,United Kingdom,5
23234,BISCUIT TIN VINTAGE CHRISTMAS,2,2.89,United Kingdom,4
23012,GLASS APOTHECARY BOTTLE PERFUME,1,3.95,United Kingdom,3
23014,GLASS APOTHECARY BOTTLE ELIXIR,1,3.95,United Kingdom,1
23035,DRAWER KNOB CERAMIC IVORY,24,1.45,United Kingdom,4
84551,CROCHET DOG KEYRING,1,1.65,United Kingdom,1
23020,GLASS  SONGBIRD STORAGE JAR,1,12.5,United Kingdom,0
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3,1.65,United Kingdom,0
23028,DRAWER KNOB CRACKLE GLAZE BLUE,3,1.65,United Kingdom,2
23031,DRAWER KNOB CRACKLE GLAZE PINK,3,1.65,United Kingdom,5
23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,1.65,United Kingdom,2
23033,DRAWER KNOB CERAMIC RED,1,1.45,United Kingdom,4
23034,DRAWER KNOB CERAMIC BLACK,1,1.45,United Kingdom,1
23013,GLASS APOTHECARY BOTTLE TONIC,4,3.95,United Kingdom,5
23229,DONKEY TAIL GAME ,36,3.39,United Kingdom,2
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,1,0.85,United Kingdom,2
23079, TOADSTOOL BEDSIDE LIGHT ,2,8.95,United Kingdom,2
23344,JUMBO BAG 50'S CHRISTMAS ,5,2.08,United Kingdom,1
23032,DOORKNOB CRACKED GLAZE IVORY,144,1.45,EIRE,5
23028,DOORKNOB CRACKED GLAZE BLUE,144,1.45,EIRE,2
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,96,1.79,United Kingdom,4
gift_0001_20,to push order througha s stock was ,10,0.0,United Kingdom,4
35965,found some more on shelf,-9,0.0,United Kingdom,4
23016,GLASS TWIST BON BON JAR,12,6.65,United Kingdom,5
23026,DRAWER KNOB VINTAGE GLASS STAR,96,1.79,United Kingdom,1
23119,PACK OF 6 LARGE FRUIT STRAWS ,24,0.62,United Kingdom,5
23292,SPACEBOY CHILDRENS CUP,8,1.25,United Kingdom,2
23015,CORDIAL GLASS JUG,1,8.25,United Kingdom,5
23123,COCKTAIL SWORDS 50 PIECES,12,0.83,United Kingdom,4
23122,PARTY CHARMS 50 PIECES,12,0.83,United Kingdom,0
23120,PACK OF 6 SMALL FRUIT STRAWS,24,0.42,United Kingdom,5
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,0.42,United Kingdom,2
23124,18PC WOODEN CUTLERY SET DISPOSABLE,16,1.25,United Kingdom,5
23125,6PC WOOD PLATE SET DISPOSABLE,12,1.25,United Kingdom,1
23039,T-LIGHT HOLDER SILVER HEART HANDLE,6,1.95,United Kingdom,0
23021,GLASS BONNE JAM JAR,2,8.29,United Kingdom,2
21360,Show Samples,-4,0.0,United Kingdom,0
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,6,1.65,United Kingdom,4
84679,CLASSICAL ROSE TABLE LAMP,2,19.95,United Kingdom,4
23019,SMALL APOTHECARY MEASURING JAR ,4,8.25,Norway,5
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,12,1.65,United Kingdom,5
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,12,1.25,United Kingdom,2
23232,WRAP VINTAGE LEAF DESIGN,25,0.42,United Kingdom,2
23198,PANTRY MAGNETIC  SHOPPING LIST,12,1.45,United Kingdom,1
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,12,2.08,United Kingdom,4
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,6,2.89,United Kingdom,1
23223,CHRISTMAS TREE HANGING SILVER ,12,0.83,United Kingdom,5
23222,CHRISTMAS TREE HANGING GOLD,12,0.83,United Kingdom,3
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,1.45,United Kingdom,2
23196,RETRO LEAVES MAGNETIC NOTEPAD,1,1.45,United Kingdom,5
23267,SET OF 4 SANTA PLACE SETTINGS,24,1.25,Denmark,1
23323,WHITE WICKER STAR ,5,2.1,United Kingdom,2
23315,IVORY REFECTORY CLOCK,1,9.95,United Kingdom,1
23316,RED REFECTORY CLOCK ,1,9.95,United Kingdom,4
23342,MINT DINER WALL CLOCK,2,8.5,United Kingdom,1
23341,PINK DINER WALL CLOCK,2,8.5,United Kingdom,0
23196,RETO LEAVES MAGNETIC SHOPPING LIST,12,1.45,United Kingdom,1
23037,CANDLE HOLDER SILVER MADELINE,12,1.65,United Kingdom,4
23197,VEGETABLE MAGNETIC  SHOPPING LIST,12,1.45,United Kingdom,0
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,48,0.83,EIRE,1
90176D,DIAMANTE NECKLACE PURPLE,2,7.5,United Kingdom,4
23317,BLUE REFECTORY CLOCK ,2,9.95,United Kingdom,5
23017,APOTHECARY MEASURING JAR,2,12.5,United Kingdom,4
23018,LARGE APOTHECARY MEASURING JAR ,2,12.5,United Kingdom,5
23031,DOORKNOB CRACKED GLAZE PINK,6,1.65,EIRE,0
23029,DOORKNOB CRACKED GLAZE GREEN,6,1.65,EIRE,4
23025,DRAWER KNOB VINTAGE GLASS BALL,6,2.08,United Kingdom,0
22734,FOUND,8,0.0,United Kingdom,0
23020,GLASS SONGBIRD STORAGE JAR,8,11.15,Netherlands,1
85232D,mix up with c,-118,0.0,United Kingdom,0
22999,TRAVEL CARD WALLET VINTAGE LEAF,-2,0.42,United Kingdom,5
22618,"mouldy, unsaleable.",-1681,0.0,United Kingdom,5
84746,PINK EASTER HENS+FLOWER,3,2.46,United Kingdom,5
20622,VIP PASSPORT COVER ,2,1.63,United Kingdom,3
21899,GARAGE KEY FOB,1,1.63,United Kingdom,1
23214,BELL HEART ANTIQUE GOLD,12,2.08,United Kingdom,5
23196,LEAVES MAGNETIC  SHOPPING LIST,12,1.45,United Kingdom,4
23318,BOX OF 6 MINI VINTAGE CRACKERS,1,4.96,United Kingdom,4
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,1,3.73,United Kingdom,4
81952B,ROUND BLUE CLOCK WITH SUCKER,5,0.19,United Kingdom,5
81952V,ROUND PURPLE CLOCK WITH SUCKER,5,0.19,United Kingdom,5
81950V,FLOWER PURPLE CLOCK WITH SUCKER,12,0.29,United Kingdom,5
81950B,FLOWER BLUE CLOCK WITH SUCKER,12,0.29,United Kingdom,2
23237,SET OF 4 KNICK KNACK TINS LEAF,1,4.15,United Kingdom,1
23320,GIANT 50'S CHRISTMAS CRACKER,14,2.89,United Kingdom,4
23283,DOORMAT VINTAGE LEAF,1,15.79,United Kingdom,5
23574,PACKING CHARGE,1,7.5,United Kingdom,4
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,1.45,United Kingdom,1
90011C,GREEN CRYSTAL DROP EARRINGS,1,2.9,United Kingdom,1
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,0.0,United Kingdom,1
23319,BOX OF 6 MINI 50'S CRACKERS,12,2.49,Germany,2
90043,COPPER AND BRASS BAG CHARM,3,4.95,United Kingdom,0
90049,IVORY GOLD METAL BAG CHARM,3,4.95,United Kingdom,4
90046,WHITE WITH METAL BAG CHARM,3,4.95,United Kingdom,5
90048,GREEN WITH METAL BAG CHARM,3,4.95,United Kingdom,5
